"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Lackawanna","Lackawanna","Lackawanna County","42069","PA","Pennsylvania","41.4367","-75.6093","210162"
"Niagara","Niagara","Niagara County","36063","NY","New York","43.2001","-78.7453","210145"
"Champaign","Champaign","Champaign County","17019","IL","Illinois","40.1401","-88.1992","210006"
"Tuscaloosa","Tuscaloosa","Tuscaloosa County","01125","AL","Alabama","33.2896","-87.5251","208854"
"Okaloosa","Okaloosa","Okaloosa County","12091","FL","Florida","30.6913","-86.5917","207430"
"Washington","Washington","Washington County","42125","PA","Pennsylvania","40.1894","-80.2483","207081"
"Harrison","Harrison","Harrison County","28047","MS","Mississippi","30.5122","-89.1161","206169"
"York","York","York County","23031","ME","Maine","43.4782","-70.7144","206074"
"Clermont","Clermont","Clermont County","39025","OH","Ohio","39.0476","-84.1517","205616"
"Delaware","Delaware","Delaware County","39041","OH","Ohio","40.2784","-83.0049","205454"
"Elkhart","Elkhart","Elkhart County","18039","IN","Indiana","41.5974","-85.8587","205184"
"Montgomery","Montgomery","Montgomery County","47125","TN","Tennessee","36.4969","-87.3829","204992"
"Johnston","Johnston","Johnston County","37101","NC","North Carolina","35.5178","-78.3657","203308"
"Calcasieu","Calcasieu","Calcasieu Parish","22019","LA","Louisiana","30.2293","-93.3580","202858"
"Richmond","Richmond","Richmond County","13245","GA","Georgia","33.3596","-82.0736","202178"
"Hall","Hall","Hall County","13139","GA","Georgia","34.3169","-83.8197","201434"
"Hawaii","Hawaii","Hawaii County","15001","HI","Hawaii","19.5985","-155.5185","201350"
"Benton","Benton","Benton County","53005","WA","Washington","46.2398","-119.5112","200715"
"Anderson","Anderson","Anderson County","45007","SC","South Carolina","34.5193","-82.6378","200183"
"St. Louis","St. Louis","St. Louis County","27137","MN","Minnesota","47.6032","-92.4707","199499"
"Trumbull","Trumbull","Trumbull County","39155","OH","Ohio","41.3172","-80.7611","199144"
"Onslow","Onslow","Onslow County","37133","NC","North Carolina","34.7321","-77.4321","198377"
"Sangamon","Sangamon","Sangamon County","17167","IL","Illinois","39.7582","-89.6589","195963"
"Racine","Racine","Racine County","55101","WI","Wisconsin","42.7475","-88.0612","195859"
"Muscogee","Muscogee","Muscogee County","13215","GA","Georgia","32.5100","-84.8771","195418"
"Tippecanoe","Tippecanoe","Tippecanoe County","18157","IN","Indiana","40.3886","-86.8941","193302"
"Broome","Broome","Broome County","36007","NY","New York","42.1602","-75.8196","192042"
"Deschutes","Deschutes","Deschutes County","41017","OR","Oregon","43.9150","-121.2282","191749"
"Minnehaha","Minnehaha","Minnehaha County","46099","SD","South Dakota","43.6742","-96.7915","191682"
"Saginaw","Saginaw","Saginaw County","26145","MI","Michigan","43.3350","-84.0532","191166"
"Livingston","Livingston","Livingston County","26093","MI","Michigan","42.6029","-83.9115","190832"
"Hernando","Hernando","Hernando County","12053","FL","Florida","28.5535","-82.4245","190700"
"El Dorado","El Dorado","El Dorado County","06017","CA","California","38.7787","-120.5247","190345"
"Beaufort","Beaufort","Beaufort County","45013","SC","South Carolina","32.3855","-80.7302","189732"
"Butler","Butler","Butler County","42019","PA","Pennsylvania","40.9120","-79.9133","187798"
"Sumner","Sumner","Sumner County","47165","TN","Tennessee","36.4694","-86.4604","187680"
"Outagamie","Outagamie","Outagamie County","55087","WI","Wisconsin","44.4161","-88.4649","186829"
"Charlotte","Charlotte","Charlotte County","12015","FL","Florida","26.9055","-81.9123","185926"
"Sarpy","Sarpy","Sarpy County","31153","NE","Nebraska","41.1129","-96.1119","183956"
"DeSoto","DeSoto","DeSoto County","28033","MS","Mississippi","34.8753","-89.9912","182256"
"Vanderburgh","Vanderburgh","Vanderburgh County","18163","IN","Indiana","38.0249","-87.5859","181548"
"Litchfield","Litchfield","Litchfield County","09005","CT","Connecticut","41.7925","-73.2453","181143"
"Peoria","Peoria","Peoria County","17143","IL","Illinois","40.7880","-89.7600","181111"
"Kanawha","Kanawha","Kanawha County","54039","WV","West Virginia","38.3366","-81.5281","181014"
"Imperial","Imperial","Imperial County","06025","CA","California","33.0395","-115.3653","180580"
"Bay","Bay","Bay County","12005","FL","Florida","30.2652","-85.6203","180076"
"Pitt","Pitt","Pitt County","37147","NC","North Carolina","35.5933","-77.3745","179961"
"Cass","Cass","Cass County","38017","ND","North Dakota","46.9330","-97.2480","179937"
"Boone","Boone","Boone County","29019","MO","Missouri","38.9906","-92.3097","179704"
"Santa Rosa","Santa Rosa","Santa Rosa County","12113","FL","Florida","30.7004","-87.0219","179587"
"Newport News","Newport News","Newport News City","51700","VA","Virginia","37.1051","-76.5185","179582"
"Ellis","Ellis","Ellis County","48139","TX","Texas","32.3484","-96.7946","179484"
"Shasta","Shasta","Shasta County","06089","CA","California","40.7637","-122.0405","179267"
"Kent","Kent","Kent County","10001","DE","Delaware","39.0860","-75.5686","179124"
"Medina","Medina","Medina County","39103","OH","Ohio","41.1176","-81.8997","179116"
"Iredell","Iredell","Iredell County","37097","NC","North Carolina","35.8070","-80.8734","178853"
"Ulster","Ulster","Ulster County","36111","NY","New York","41.8881","-74.2586","178371"
"Shawnee","Shawnee","Shawnee County","20177","KS","Kansas","39.0415","-95.7565","177293"
"Licking","Licking","Licking County","39089","OH","Ohio","40.0916","-82.4831","175409"
"Muskegon","Muskegon","Muskegon County","26121","MI","Michigan","43.2912","-86.1520","173679"
"Scott","Scott","Scott County","19163","IA","Iowa","41.6371","-90.6233","172938"
"McLean","McLean","McLean County","17113","IL","Illinois","40.4909","-88.8473","172164"
"Washington","Washington","Washington County","49053","UT","Utah","37.2804","-113.5048","172127"
"Johnson","Johnson","Johnson County","48251","TX","Texas","32.3790","-97.3665","171359"
"Midland","Midland","Midland County","48329","TX","Texas","31.8691","-102.0316","171238"
"Winnebago","Winnebago","Winnebago County","55139","WI","Wisconsin","44.0689","-88.6447","170924"
"Aiken","Aiken","Aiken County","45003","SC","South Carolina","33.5443","-81.6347","169947"
"Porter","Porter","Porter County","18127","IN","Indiana","41.4603","-87.0671","169482"
"Kenosha","Kenosha","Kenosha County","55059","WI","Wisconsin","42.5769","-88.0424","168998"
"Monroe","Monroe","Monroe County","42089","PA","Pennsylvania","41.0581","-75.3395","168824"
"Carroll","Carroll","Carroll County","24013","MD","Maryland","39.5629","-77.0225","168233"
"Greene","Greene","Greene County","39057","OH","Ohio","39.6915","-83.8899","167867"
"Pueblo","Pueblo","Pueblo County","08101","CO","Colorado","38.1735","-104.5127","167412"
"Davidson","Davidson","Davidson County","37057","NC","North Carolina","35.7933","-80.2128","166837"
"Hendricks","Hendricks","Hendricks County","18063","IN","Indiana","39.7695","-86.5100","166806"
"Maui","Maui","Maui County","15009","HI","Hawaii","20.8596","-156.5649","166657"
"Kenton","Kenton","Kenton County","21117","KY","Kentucky","38.9334","-84.5333","166552"
"Alamance","Alamance","Alamance County","37001","NC","North Carolina","36.0437","-79.3994","166144"
"Wyandotte","Wyandotte","Wyandotte County","20209","KS","Kansas","39.1146","-94.7646","165447"
"Beaver","Beaver","Beaver County","42007","PA","Pennsylvania","40.6823","-80.3493","164781"
"Paulding","Paulding","Paulding County","13223","GA","Georgia","33.9206","-84.8673","164440"
"Kent","Kent","Kent County","44003","RI","Rhode Island","41.6721","-71.5931","164122"
"Lee","Lee","Lee County","01081","AL","Alabama","32.6011","-85.3555","163461"
"Chittenden","Chittenden","Chittenden County","50007","VT","Vermont","44.4608","-73.0808","163414"
"Guadalupe","Guadalupe","Guadalupe County","48187","TX","Texas","29.5830","-97.9486","163030"
"Middlesex","Middlesex","Middlesex County","09007","CT","Connecticut","41.4632","-72.5351","162742"
"Rock","Rock","Rock County","55105","WI","Wisconsin","42.6712","-89.0716","162532"
"Portage","Portage","Portage County","39133","OH","Ohio","41.1677","-81.1974","162476"
"Centre","Centre","Centre County","42027","PA","Pennsylvania","40.9193","-77.8200","162264"
"Ector","Ector","Ector County","48135","TX","Texas","31.8692","-102.5427","162067"
"Kootenai","Kootenai","Kootenai County","16055","ID","Idaho","47.6744","-116.7018","161676"
"Charles","Charles","Charles County","24017","MD","Maryland","38.5073","-76.9922","161448"
"Hampshire","Hampshire","Hampshire County","25015","MA","Massachusetts","42.3402","-72.6638","161361"
"Dorchester","Dorchester","Dorchester County","45035","SC","South Carolina","33.0793","-80.4067","161309"
"Martin","Martin","Martin County","12085","FL","Florida","27.0775","-80.4315","160420"
"Yellowstone","Yellowstone","Yellowstone County","30111","MT","Montana","45.9373","-108.2744","160390"
"Stearns","Stearns","Stearns County","27145","MN","Minnesota","45.5521","-94.6130","159788"
"St. Clair","St. Clair","St. Clair County","26147","MI","Michigan","42.9341","-82.6806","159285"
"Rensselaer","Rensselaer","Rensselaer County","36083","NY","New York","42.7111","-73.5097","159013"
"Catawba","Catawba","Catawba County","37035","NC","North Carolina","35.6620","-81.2151","158507"
"Alexandria","Alexandria","Alexandria City","51510","VA","Virginia","38.8185","-77.0861","158309"
"Jackson","Jackson","Jackson County","26075","MI","Michigan","42.2485","-84.4234","158174"
"Sullivan","Sullivan","Sullivan County","47163","TN","Tennessee","36.5129","-82.3042","157707"
"Indian River","Indian River","Indian River County","12061","FL","Florida","27.6943","-80.6062","156964"
"Olmsted","Olmsted","Olmsted County","27109","MN","Minnesota","44.0038","-92.4018","156446"
"Fairfield","Fairfield","Fairfield County","39045","OH","Ohio","39.7516","-82.6306","156204"
"Johnson","Johnson","Johnson County","18081","IN","Indiana","39.4900","-86.1016","156148"
"Madera","Madera","Madera County","06039","CA","California","37.2181","-119.7626","155925"
"Houston","Houston","Houston County","13153","GA","Georgia","32.4590","-83.6662","155317"
"Schenectady","Schenectady","Schenectady County","36093","NY","New York","42.8181","-74.0586","155086"
"Franklin","Franklin","Franklin County","42055","PA","Pennsylvania","39.9274","-77.7213","154954"
"Ouachita","Ouachita","Ouachita Parish","22073","LA","Louisiana","32.4784","-92.1549","154679"
"Columbia","Columbia","Columbia County","13073","GA","Georgia","33.5441","-82.2641","154257"
"Rankin","Rankin","Rankin County","28121","MS","Mississippi","32.2641","-89.9458","154119"
"Berrien","Berrien","Berrien County","26021","MI","Michigan","41.9547","-86.4123","153797"
"Bibb","Bibb","Bibb County","13021","GA","Georgia","32.8065","-83.6974","153026"
"Mesa","Mesa","Mesa County","08077","CO","Colorado","39.0183","-108.4665","152962"
"Penobscot","Penobscot","Penobscot County","23019","ME","Maine","45.4006","-68.6495","151696"
"Kings","Kings","Kings County","06031","CA","California","36.0753","-119.8155","151090"
"Tolland","Tolland","Tolland County","09013","CT","Connecticut","41.8550","-72.3365","150947"
"Merrimack","Merrimack","Merrimack County","33013","NH","New Hampshire","43.2975","-71.6802","150902"
"Johnson","Johnson","Johnson County","19103","IA","Iowa","41.6715","-91.5881","150819"
"Washington","Washington","Washington County","24043","MD","Maryland","39.6036","-77.8140","150575"
"Santa Fe","Santa Fe","Santa Fe County","35049","NM","New Mexico","35.5069","-105.9763","150319"
"Stafford","Stafford","Stafford County","51179","VA","Virginia","38.4207","-77.4580","150185"
"Cumberland","Cumberland","Cumberland County","34011","NJ","New Jersey","39.3738","-75.1107","150085"
"Monroe","Monroe","Monroe County","26115","MI","Michigan","41.9291","-83.5394","150000"
"Comal","Comal","Comal County","48091","TX","Texas","29.8082","-98.2783","148921"
"Citrus","Citrus","Citrus County","12017","FL","Florida","28.8489","-82.4794","147938"
"Monroe","Monroe","Monroe County","18105","IN","Indiana","39.1609","-86.5231","147318"
"Scott","Scott","Scott County","27139","MN","Minnesota","44.6485","-93.5359","147201"
"Orange","Orange","Orange County","37135","NC","North Carolina","36.0611","-79.1207","146354"
"Coweta","Coweta","Coweta County","13077","GA","Georgia","33.3534","-84.7634","145839"
"Douglas","Douglas","Douglas County","13097","GA","Georgia","33.7018","-84.7680","145063"
"Sandoval","Sandoval","Sandoval County","35043","NM","New Mexico","35.6886","-106.8659","144954"
"Canadian","Canadian","Canadian County","40017","OK","Oklahoma","35.5424","-97.9824","144610"
"Randolph","Randolph","Randolph County","37151","NC","North Carolina","35.7103","-79.8060","143460"
"Jackson","Jackson","Jackson County","28059","MS","Mississippi","30.5423","-88.6357","142872"
"Rock Island","Rock Island","Rock Island County","17161","IL","Illinois","41.4673","-90.5674","142801"
"Coconino","Coconino","Coconino County","04005","AZ","Arizona","35.8387","-111.7705","142254"
"Schuylkill","Schuylkill","Schuylkill County","42107","PA","Pennsylvania","40.7058","-76.2159","141935"
"Sussex","Sussex","Sussex County","34037","NJ","New Jersey","41.1393","-74.6908","140996"
"Rowan","Rowan","Rowan County","37159","NC","North Carolina","35.6394","-80.5248","140978"
"Wilson","Wilson","Wilson County","47189","TN","Tennessee","36.1549","-86.2977","140604"
"Livingston","Livingston","Livingston Parish","22063","LA","Louisiana","30.4401","-90.7279","140524"
"Lebanon","Lebanon","Lebanon County","42075","PA","Pennsylvania","40.3672","-76.4577","140410"
"Napa","Napa","Napa County","06055","CA","California","38.5065","-122.3305","138572"
"Parker","Parker","Parker County","48367","TX","Texas","32.7776","-97.8051","138447"
"Florence","Florence","Florence County","45041","SC","South Carolina","34.0245","-79.7030","138237"
"Taylor","Taylor","Taylor County","48441","TX","Texas","32.3015","-99.8902","137521"
"Brunswick","Brunswick","Brunswick County","37019","NC","North Carolina","34.0710","-78.2377","137303"
"Wright","Wright","Wright County","27171","MN","Minnesota","45.1739","-93.9631","136387"
"Humboldt","Humboldt","Humboldt County","06023","CA","California","40.6993","-123.8756","136101"
"Randall","Randall","Randall County","48381","TX","Texas","34.9659","-101.8969","136005"
"Washington","Washington","Washington County","55131","WI","Wisconsin","43.3685","-88.2307","135529"
"Marathon","Marathon","Marathon County","55073","WI","Wisconsin","44.8983","-89.7591","135485"
"Hampton","Hampton","Hampton City","51650","VA","Virginia","37.0551","-76.3630","135169"
"Spotsylvania","Spotsylvania","Spotsylvania County","51177","VA","Virginia","38.1849","-77.6561","134683"
"Clark","Clark","Clark County","39023","OH","Ohio","39.9168","-83.7839","134409"
"Harnett","Harnett","Harnett County","37085","NC","North Carolina","35.3688","-78.8693","134328"
"Calhoun","Calhoun","Calhoun County","26025","MI","Michigan","42.2465","-85.0056","133943"
"Tangipahoa","Tangipahoa","Tangipahoa Parish","22105","LA","Louisiana","30.6266","-90.4057","133753"
"Grayson","Grayson","Grayson County","48181","TX","Texas","33.6268","-96.6777","133527"
"Tazewell","Tazewell","Tazewell County","17179","IL","Illinois","40.5075","-89.5134","132524"
"Boone","Boone","Boone County","21015","KY","Kentucky","38.9699","-84.7278","132368"
"Wichita","Wichita","Wichita County","48485","TX","Texas","33.9880","-98.7036","132154"
